y4_hhid,feafet,znafet,vaafet,folafet,vb12afet
1082-001,29.51372091949756,23.657426402037146,547.0410256941188,503.0068012114211,21.22226297818045
1083-001,4.912968630756207,5.1050384317971895,163.36867083998922,99.91884618465575,2.0326724017704914
1095-001,28.305170441582536,15.133058831606764,355.51545686007677,862.258913854942,2.0439951794952043
1096-001,7.822114833056818,5.171077524248512,91.14394003532738,122.13990892548429,0.8789356646888526
1097-001,4.329656712523497,2.7723392659774437,6.892230577067669,65.26009753183742,0
1098-001,5.168849879691283,3.3515738491222766,8.32324455281477,78.69249395429783,0
1099-001,17.042034218448656,10.889097907478462,27.066997271217474,256.3423653600615,0
1100-001,17.00633618811272,10.248671373074544,372.3454733680318,343.1661788731215,2.6889238886105886
1101-001,15.244202358537914,10.306333527234315,118.76893610636192,376.1187399447386,1.6924753313999823
1102-001,5.067624418904403,4.406776663164608,88.17529546157358,90.28738834307732,1.165347899511278
1115-001,12.08125946388361,8.67054078405408,191.24366263759438,224.23519644081574,1.9767880887089768
1116-001,15.211765561316751,7.802749172101872,175.59421210176905,318.00236530090206,0.45035322442046166
1118-001,15.68364698540827,9.203239078382593,157.20346058103388,441.47770726908766,0.2657862341685649
1119-001,27.396476443762754,14.348876266478724,246.1094820517776,617.6598996328455,1.7148583671952937
1120-001,19.292535831905827,9.711391104555558,325.714695845035,371.717578524701,4.263674138061163
1121-001,12.359443522989984,9.094420912001707,210.1753182245245,212.50367066260003,9.188091748966356
1122-001,19.127181001025296,10.775172127239323,370.7380701539893,381.2918060657846,4.595936874996318
1134-001,9.714910268994359,4.944476911235973,189.70406321915436,211.92152942024967,0.8997621653318034
1135-001,8.96107484989651,5.173169452481308,87.13722991413539,207.05757767282032,0.8489421500891311
1136-001,11.58157725182461,7.157090612695369,221.55834414414497,237.66948902647158,3.137374532500647
1137-001,14.778199040447811,11.169565081841313,210.82616182730308,154.21336430429434,16.30608071168417
1139-001,37.4357856992468,14.074211024248145,294.5433621416145,218.370060191524,3.1906940242248107
1140-001,16.110154509993027,7.945603576885141,354.9514467327767,289.33295956319904,3.0347471740109895
1142-001,21.37291700967726,10.117889745020182,249.08062618015254,316.66406626042436,1.7475156386757267
1152-001,20.132004034051434,7.983881394291782,529.7367991695863,529.4326992920157,1.1558783908040444
1153-001,18.74806318568063,9.930678929810483,364.3966560676996,266.63096869819674,3.480226950613861
1154-001,13.104435712867495,9.294288740137027,207.5378026550557,400.4615704064753,1.1465815358017493
1155-001,32.231036233888766,13.458507242355942,595.481706012465,527.0842957374907,1.8235935134651033
1156-001,12.775105028173304,7.815595283903611,222.41556006810043,239.96368442567814,0.7683315389970846
1158-001,27.844095512664524,14.833027765809,139.7233449154229,784.6265728588946,0.14272802055045872
1159-001,38.13580803903545,29.901914444112318,595.3094150161625,473.1925405699637,40.65226190784781
1162-001,17.228153515128735,10.066885070889295,169.89019209300514,399.53495131052506,1.114450742534982
1171-001,13.141140079392352,7.649719133902181,176.66544721625107,261.8218922803796,0.7193725494952043
1172-001,15.148369853697751,9.689952744752967,218.94435956643463,296.33321403376715,2.437261270497443
1173-001,24.227686995137848,13.569610303998687,343.32214147438503,580.6146253923464,1.7466970342249588
1174-001,13.393814881748863,8.207446012101894,352.79802616620225,388.0004942348777,2.836633688272727
1175-001,38.15766467516739,19.540527193680163,659.7837776444441,1043.3773644472553,10.22549473542857
1176-001,24.945428924237763,11.50521411641259,467.2659239141487,435.7705821735426,3.1559048929354208
1177-001,16.125210600364138,11.676291965342122,252.76767648993217,356.3933307117413,13.376531361211107
1179-001,20.78526028575229,16.161901617624153,336.716855273414,386.715057525404,26.609432661408068
1192-001,50.41145826985003,18.64725020360939,440.9915156928947,547.4079078775744,2.6099986304938776
1193-001,20.179417173000473,11.550046783733627,289.2943732665086,394.0703212080097,4.272988331269701
1194-001,18.767801556677878,8.91593957318594,324.26733320543036,416.9204254675898,3.220521651859387
1195-001,15.394845654236851,8.82601945098303,268.74796766879786,293.44069330345764,2.7935646257142857
1196-001,20.6762055267038,13.038129607014639,246.89567887130752,313.5095003697674,1.1991927185070597
1198-001,16.916408454131584,9.158786821234129,139.9254808024995,427.42459100406336,0.10603962872486054
1201-001,18.872136513971274,10.50691284307092,129.27478953801506,475.21799848710435,0.8413931347889229
1209-001,32.701781735322506,14.005018436645388,420.0571088911646,457.1285618565241,3.0923568812823414
1210-001,25.520600525664054,15.895998600645038,576.7604102756396,434.5757488660593,14.814205246428287
1211-001,22.35930683200517,10.651168197732755,424.476795794256,441.6287936174456,0.774813725711214
1212-001,19.923463367323283,9.734775940557606,260.4832121003,539.0711362690906,1.0214949379190896
1213-001,14.310344614223537,8.185843744326357,284.1154070062511,204.1546969898232,4.557687458673572
1214-001,16.34092875824293,10.866704915242838,152.37053869989032,240.05589040134467,7.003282997243864
1215-001,13.512088676261385,7.992576806129065,228.106645297096,210.96780251040474,2.3357597751325145
1217-001,15.094178341750291,8.44829881302045,93.02146097688797,373.03616368774476,0.006475646301667875
1229-001,18.385385016672316,11.142060786071658,434.8148322401721,388.99421589123483,3.344765720417391
1230-001,25.987756281556393,13.05551620492485,300.0660472261139,463.2300839388165,1.2178296608571428
1231-001,18.5646527737638,10.551171894714836,254.6085869525759,339.4601462417408,1.1716521538034905
1232-001,27.945835528639066,15.595651343398346,396.62844657742846,418.8313638317476,4.267661227391304
1233-001,22.037666232754272,13.622960532079519,396.15453040972375,460.80136262048245,4.827596441735733
1235-001,15.913126436857974,8.185520598240235,302.7139672463472,436.7906931054604,0.9297877452933059
1236-001,27.337076770346986,14.502174573538753,629.2761899731062,412.7972108149788,3.5774562076985466
1239-001,9.555593636884947,5.600896785375863,235.9985233092477,145.8012300212731,0.6868839819113303
1247-001,15.988444021474313,8.383354810587708,292.45615419289624,327.3309319542965,2.681291676172324
1248-001,8.308046424668325,5.831592500352984,72.40831543964889,219.73684367816875,0.8064169275009043
1249-001,20.820709580545273,10.527342826894543,264.8143761958221,263.619183921917,2.3578428935261573
1250-001,16.46123341002977,8.862403399845359,328.09518416402193,363.0644668377883,1.2135369335258082
1252-001,15.438836887219477,7.892074785933189,143.8260771079158,351.85227141000155,0.7000793146654314
1253-001,16.569875411260004,10.107889879278769,206.54633318840172,385.3292516731384,1.0575641457557423
1254-001,21.108022705359787,10.617862908093418,354.0668250606481,426.8818926327516,2.4831805219047616
1257-001,14.991886345409872,7.095689620153061,311.4384717148675,359.56074587307853,3.019734124726878
1266-001,20.29275441316537,8.168719750194688,258.77231158752465,282.74568725279266,2.3045497923577627
1267-001,18.875771460698648,10.658748651412909,124.31068052410947,464.1932210301362,0.21227142335238092
1268-001,18.215882705242603,7.9282258470584885,140.00717974322535,308.7782487842742,0.8999545726278027
1269-001,21.947857928384657,12.22740271792381,328.1455326817901,430.9471064789356,1.2193798058686067
1270-001,20.71380149669375,9.880968186484184,417.1895085436534,427.5597587052844,2.2673206507053822
1271-001,15.514142535556141,8.72926390762259,241.48926002908905,351.2162803016607,1.3495243785188027
1272-001,6.752602328910028,4.837144348205581,107.5870802364896,162.2425301397677,0.3607532074632844
1273-001,18.097648727228616,9.342321505493244,230.88945366878036,340.58200934559267,0.7851230629990096
1285-001,6.082279077550964,4.650428644181141,87.49004354514769,127.63334097596791,0.05044160174157304
1286-001,18.761954686551313,9.700352354994168,458.15719141328606,410.0292850671239,9.924437130699706
1287-001,10.043584156857746,5.076280442437476,124.5311307231718,172.67705462992885,0.20361956484033616
1289-001,12.846485876443937,6.955059286470005,148.4587782355648,307.19194765570626,1.6618685432911589
1290-001,15.569716939186018,9.005111601816427,211.57852153787655,343.44781437266073,1.6909044997352054
1291-001,22.672751525445445,12.83544812457313,233.09204699275617,405.215353934529,5.799905060941887
1304-001,20.778238235124412,17.207367977438803,218.82772046778595,498.45254438596356,16.434100509467537
1305-001,17.076601521392032,9.223666786427422,282.28595947602366,256.26673122021106,3.298214160531227
1306-001,26.77913537878469,13.83089261227687,411.1615096026938,446.34069592225336,3.848288999984693
1307-001,26.056812140753987,12.430685219366797,229.58353846006474,807.6453417461636,0.7666699770069124
1308-001,14.535702811355112,8.016194141947686,306.5893131642424,253.75561895635167,2.6047192435631037
1309-001,9.877680258875055,6.490807536360825,152.67121517238238,142.22743986579147,1.0375171817670958
1312-001,15.822083297036269,6.180466394790547,150.66642611930695,67.70835338347631,8.975591479149791
1314-001,23.973275557339594,13.898423191070659,309.30172165927183,406.2199471191853,13.14078417704239
1323-001,17.726857743235616,10.329836349882571,115.346415206255,442.4958731801965,1.8069601433988214
1325-001,15.235643841018419,9.163237663743681,163.44433024110307,428.81858341753224,1.6148655902148619
1327-001,15.422474214096509,7.792591172769924,199.18560174864498,453.6450613368394,0.4292660632760472
1328-001,15.235929032400007,10.09060724942508,403.7943675556789,351.99608534700087,1.2586755012765205
1329-001,8.842491308861074,5.413789377245795,125.04786077880536,169.65015872016093,1.0072961953943262
1331-001,21.790179817311333,13.038038368047994,340.6827850262638,352.56015701065513,2.8162229806843637
1332-001,23.60600335338404,12.606488166009086,458.26780587827756,475.7057174977486,4.445367692896643
1333-001,15.957830645518987,9.977059448273504,287.12117952371545,300.1943161981633,2.775157918902643
1342-001,15.738135024597547,13.450517488502202,206.56791879329097,197.9954958454479,23.28847125539269
1344-001,36.15059060845663,16.863334458993982,656.2240191613066,700.9641367953068,2.736860083076531
1345-001,22.492531189945204,14.08942745075483,366.8123180571879,429.7934861317479,15.278640346478863
1346-001,20.30982801616079,10.777321751253163,308.0688788377838,510.2919527305752,4.131426257255703
1347-001,26.149874827634935,14.106426224615062,331.2282310836073,737.1913711686823,3.0916991461113805
1348-001,18.45339385850643,10.623519200745701,374.945047238792,286.6245210166145,2.2433250676823544
1349-001,9.17739559853936,4.729637124339651,220.79119647753615,191.57864909552333,0.9190909361661809
1350-001,21.04559376634798,13.071090806106925,277.9477476616838,456.0578098451148,7.1951980388876295
1361-001,18.32525066391599,9.554112217709719,379.299735647819,464.5363658198756,2.7691466529458997
1362-001,21.27875936853764,11.275510999402718,368.22626036179673,408.57420137366444,2.8151936724051896
1363-001,2.80820389839927,2.026301643901584,104.99665040028721,70.85067517613506,0.859868353037448
1364-001,19.53716644412409,9.647074415290547,227.3287907512829,253.65888771164165,1.1628666384684034
1365-001,20.429978128948715,11.539881168742738,457.58818874736266,396.0517201658021,3.5253705128720862
1366-001,24.78431329034081,14.84507882512555,343.66025896639593,401.566039445058,3.3378158990477815
1367-001,23.494921011783617,13.748920523006603,274.7621537125553,467.9470533783914,3.2673755022448985
1368-001,16.431823272850572,8.71212962580426,243.99782114453456,239.38761713335617,2.73222471289701
1380-001,6.157607624177197,3.95872989955023,134.30017310916548,84.24105405838075,1.501727900536042
1381-001,19.770455186739945,8.19699026205104,364.98156556871425,568.6869461547769,0.7407503749514565
1382-001,17.746458358716346,9.048782449695395,186.52870617721553,397.58549554322343,0.4412209370952924
1383-001,9.97337285290134,6.483197111727605,193.89476960771074,199.8357882223434,3.314637007432664
1384-001,19.93850552705394,12.136105954681167,276.62817083075464,473.0068719447361,5.285656059256887
1385-001,31.11796379306529,21.096452278060013,271.0327129649521,263.2874247062883,2.528351708522613
1386-001,11.20499375815896,8.043716297886037,166.00121983517602,202.90582718541032,1.023203993119451
1387-001,37.30510085085736,16.921685307866085,327.1857976797899,510.2069715926866,3.3025983795080935
1399-001,10.655232631337196,8.85519494792456,164.2712417639749,147.0149061283828,8.677119885328784
1400-001,27.767282403474177,13.475242032755933,407.2103319709267,634.5866893298704,3.8652084780805844
1401-001,10.829398018014173,6.835289926833807,138.6161568698233,238.86564331337993,4.159293360559472
1402-001,36.49949183644902,12.859713640571474,302.3860757620545,563.167847388476,0.9863272644556171
1403-001,12.87266568512475,7.030530815187825,102.90755782116348,352.54972066605603,0.31363000307792677
1405-001,18.88976792146066,11.158099136382694,184.45092867584702,338.0668686331252,1.6521222211730542
1406-001,34.58139023975809,20.184292398747733,410.8381749152732,643.272826851215,4.223418654441087
1407-001,16.623435840166866,11.197745156812305,215.33768507433388,190.5360561368958,8.109488585470702
1419-001,29.565226545972433,17.805095165708064,561.1015922561313,729.9533929278732,5.005598726653878
1420-001,18.18204680260744,8.521733857316308,215.17220342180244,324.04919345716615,0.2682105956872068
1421-001,22.32640830111001,12.478849946003287,301.44470561453636,521.7581296781775,0.6344288768571428
1423-001,22.30577348536782,11.399446539786423,445.61264176275597,511.4802828956451,2.3187771717399883
1424-001,17.824050299624687,11.256406895074043,197.10770192158944,448.8171592828428,1.9554652940058739
1425-001,21.457793014169276,13.280340686083726,236.75726349507713,565.4662492503574,1.8245991865525115
1426-001,21.927359686531346,10.847794758604776,502.7723392833881,477.5900800412924,2.3823746701303326
1429-001,23.456976054048983,11.271957394325296,434.1903762752188,545.7636316597043,4.484611615527131
1437-001,16.898877157107194,10.205103480785754,173.45876409938865,337.871242133613,11.300484371839413
1438-001,18.189070226350406,9.484402758783304,297.70597473323016,457.11533634294915,1.8306410229638337
1439-001,19.064004493919068,10.638344463671594,316.37808571391696,353.20135274288526,1.6085837057387289
1440-001,28.837932577625512,10.560040918067966,330.2019893098649,321.6612043972676,1.3670538564462709
1441-001,42.497577983629505,26.16029547216923,783.8420470162002,735.4757527133128,20.42644403206162
1442-001,16.334080874306963,9.960121964421207,204.38963839672695,320.99528711480934,1.370714038074534
1443-001,11.279540877002406,5.741445424762064,99.67768480723467,251.9373188411243,0.22437464484364456
1444-001,12.228000028210346,7.795891050306631,241.59846196089148,256.66751212125473,0.8492600833600257
1456-001,19.946215291699954,9.629069548911804,390.5660180246912,224.08250215480484,3.717553040885359
1457-001,23.117409354257816,12.635182131732865,287.99136110198174,446.3067236989481,2.993371261028828
1458-001,20.53224941947838,11.303318601631107,316.9979426220741,441.96687491775725,1.7381531714685097
1459-001,16.83548252449707,8.72191814908256,207.19385540663257,398.9465470598631,0.2787130453571429
1460-001,8.335027481251968,5.273320775035715,101.46870263008144,127.29571416141285,1.4060999243462473
1461-001,2.6677135795611417,0.6948899151433756,63.791358021975704,71.64801273327541,0
1462-001,18.878168694376832,9.670757531629151,245.76896873221634,361.3188649438296,3.3933152673647573
1463-001,9.769674812002458,6.348131574972074,100.7102314833825,256.7053670671361,0.6110415231028834
1476-001,24.654914890543076,12.076658827842424,343.06898005475546,626.2626919008183,0.3578442034862915
1477-001,27.026441025585243,12.99357792642792,675.4820067209489,504.39457243391536,2.8805403926456306
1478-001,19.91176625493094,9.52498240411059,547.9425839055107,331.94338481318783,1.762827739856956
1479-001,18.100153303361246,8.47685729543976,271.77813279292553,247.1596626872873,2.0615745076788583
1480-001,11.721938381338761,7.543435738708892,188.9476356512891,303.6798217978318,0.10424867565668203
1481-001,19.123147949309672,12.515298051398338,243.03941464821867,269.44929645896315,3.734968167648352
1483-001,40.225048127259356,21.150981426728755,391.23814685491493,829.8443984415168,4.0800999549625665
1486-001,9.869714112015766,6.679184184670876,241.42972689977708,182.9172386536719,0.958214965285935
1494-001,17.684827225222122,12.159145763148112,311.2427048638304,193.6806901951361,17.854737689179213
1495-001,18.325846477857436,8.682303132436287,326.3089122899206,306.24119647842826,2.1406190647132637
1496-001,23.43753027351277,12.776303908782817,293.6872364252833,622.0105416926335,5.650653493495514
1497-001,23.957613143660584,16.21334445924376,254.34590200530883,450.5622047002218,14.76878111381203
1498-001,28.438777787166543,17.263721113766916,324.77050204788424,440.78100465481253,1.674907065496548
1499-001,11.134659090893333,6.990381909817334,119.17262273829601,211.85706486473143,0.7391390336457144
1500-001,16.74889695202222,10.10643447049827,151.64097360739635,397.3343495094425,1.582692169361193
1501-001,10.57535730429729,6.125929689571391,139.06105492214164,209.46152350004488,7.962585745397689
1513-001,31.237684430886986,16.47726007769092,707.5041716926831,755.3440639757123,4.813543511820249
1514-001,26.071895568321985,13.811578678384627,442.82910402015557,546.8588323257549,0.6129529419013929
1515-001,12.996084945954319,7.766374110563949,182.02278373901174,239.18190311845814,1.8914497371119032
1516-001,29.606887842105355,13.634080330145165,147.26115667328395,431.3232190123701,0.3532736724217068
1517-001,28.850188362355787,14.601389944655843,583.2479172083371,631.2520608803354,6.847902215127165
1518-001,20.01213717332821,10.28730873945557,399.99940989081284,511.8590736114558,3.075916095737288
1519-001,14.605500670093377,9.506344318411953,120.38257693486003,376.90630586104345,1.692669161751152
1520-001,32.426406844006195,14.297409158426234,321.3206312167076,411.6702034863766,4.557833228965315
1532-001,8.82911726007774,5.181797299840397,141.59443400579192,125.63566830807684,1.1421899421716757
1533-001,29.798933419677645,13.936043321530358,406.06778514350583,480.6369120714616,4.021603194718
1534-001,18.747712250010807,9.170077952776289,103.50271119584178,424.1431707916112,0.4285758593471265
1536-001,18.625931427649263,8.912499670366026,189.91326428759908,495.1501843399781,0.22446512775
1537-001,39.83840777066077,18.397899662304322,331.675738719576,730.6331130139627,2.5103817167784586
1538-001,20.524747350997767,10.82679575218416,217.2140525177399,478.7078656142652,2.0290539541534978
1539-001,13.984529192059394,8.896877390235284,227.2275957010835,300.29716316622597,12.853275007908307
1541-001,26.15124171363337,12.349093828263912,253.58862219314636,669.0301003796365,0.35252883097949883
1551-001,12.437896005191403,7.378277822592396,129.9797708174042,254.08871693908867,0.8212708079657514
1552-001,26.466434520627914,11.661106593580145,487.3607186774638,494.63308280806405,1.2727830234898894
1553-001,14.771858627176453,9.950838650063343,207.90816927763112,251.30163897437424,2.750096749179823
1554-001,17.065465625473244,9.931785620418294,177.53085690802195,361.63124976905493,2.1653051440761457
1555-001,18.57166844257627,10.137897846543806,407.20515177378496,426.8354310828543,2.107449911601329
1556-001,22.00318725742531,11.774504752332541,410.80740780519073,461.71339199782415,1.0489097737527189
1557-001,16.148097742139758,9.161488713624907,112.52986962666182,356.8532019587056,0.4767013902986256
1559-001,15.414141680986164,8.194896498022729,310.8686772850701,390.7604898236885,1.3109504136552166
1570-001,17.65599652652464,8.874760211703192,369.063622053727,408.177724595138,4.001558410558494
1571-001,45.80176856053961,25.575499083943914,473.61522425600634,1010.5366000962581,4.223051865646104
1572-001,5.888567780905505,3.876583684668211,76.85907686526008,81.42606558433256,1.3299589433977923
1573-001,12.313788939564333,8.51837462110534,366.4636632280832,318.4604040554948,2.857437477105458
1574-001,11.361032259123736,5.888935087788068,120.64503051764561,182.75968567784523,0.24728560301580138
1575-001,15.63549495935542,9.449418726259946,160.20265355164682,303.9537971741843,1.2192765477524632
1576-001,16.655749149509294,8.684869067178825,328.01084855966985,407.9184191750732,4.916457803826327
1578-001,16.674125970928028,11.60914776391304,434.745740806421,345.5580279956116,10.83294573973802
1589-001,20.004343521539884,10.178757176835344,299.6114287159957,312.76493365014306,7.1486067344136215
1590-001,6.5794637561630305,4.593244726189625,87.99908157172223,145.17551678123618,2.1458363659764212
1591-001,21.12665077487367,11.449448023357487,368.5287370496828,365.38475198188985,2.8616467407327364
1592-001,21.741176416210212,11.080256622462535,363.4239581824251,430.99257913645437,2.249593323219692
1593-001,33.6759926934623,14.327617724976585,212.81007551482287,650.242775269235,1.1809820319296986
1594-001,20.029107082552514,12.628464831773945,266.80557167544544,416.30265590788554,1.927762308658937
1595-001,18.924658644104955,16.30437812943288,192.21952589342425,296.25010498906994,30.293878898075075
1596-001,43.907619972124145,22.80002276797586,953.0485854874813,854.8088280463494,8.471617175812133
1608-001,23.47257223577373,13.350967904269641,425.48657399569504,464.29888201874553,4.758431216471028
1609-001,15.135582896118798,9.329692487352196,251.85471705879303,274.28666315409407,2.524121388880366
1610-001,20.468880409422876,11.320916272857811,336.2623156864691,305.12010998068024,2.9554355189434802
1611-001,16.24063712567677,8.379853721443466,210.87582695108495,257.0770540492292,0.9539557383269115
1612-001,15.578814739340551,6.895621520839736,278.91790378528304,326.70502250065914,1.910233621494987
1613-001,18.7844889137704,9.57651730862737,264.2050645286083,291.04428972990996,0.9959044126598027
1615-001,22.07805486475518,10.84366239257271,226.48023962219943,540.0976484415664,1.3575438432829963
1627-001,14.744563737749438,8.025733569456461,350.28778995863513,294.9664534004471,1.4076319740557772
1628-001,13.234453151458398,7.31431683264253,273.01773568416115,155.13780957773827,2.150781897225191
1629-001,13.532861344729572,8.089318240890886,245.6261821314116,210.61819330560303,1.473220878744857
1632-001,0.7369047116463616,0.22204556081968524,6.5328294269558,21.9351927540203,0
1633-001,28.868577035718467,16.507914681869593,422.8406000516874,469.6129299216328,4.280407474156315
1635-001,16.19995344760062,9.605603595402524,331.64303539308594,539.2534290075041,3.0157269462755583
1636-001,14.897907637882517,7.69912727479314,255.24491184905605,348.39333935593993,0.2677467487048666
1638-001,12.975858593485185,6.338178578556699,158.4436573580328,389.90649594229944,0.6208431506180263
1646-001,8.520859830001982,3.6826333242016327,73.79697804213382,253.78958574989437,0.28743033565426174
1647-001,21.134030177637015,13.692329930980808,610.2243109312777,270.4940105035411,5.6042195043492065
1648-001,11.182082093678813,8.238164707802882,207.73541433254715,179.22376859134343,1.8194712423145396
1649-001,21.526090696751357,11.808824799869265,288.5824291703224,396.9209095533192,0.37651565392115305
1650-001,7.146525567532532,3.5336827681768033,64.95154976836011,210.97445168567836,1.1552490772277226
1651-001,21.844345188289083,10.77187193661647,490.46595418970685,398.1783936932535,4.3777480825677895
1652-001,3.120732276470218,1.840068603180872,9.22510042026683,124.89658236611865,0
1654-001,11.385242318423465,6.564696959213885,142.09878270538604,203.1947429773726,0.8825007938417891
1665-001,33.93630630609127,13.678722898203356,572.2075981177818,599.944835203918,2.9936401845026546
1666-001,15.021727571473736,8.389083256442357,243.11785479366466,319.4663270746369,1.2462190154527388
1667-001,9.458856717269443,4.66212073088234,216.47447794643216,185.184797708546,1.1628377545685997
1668-001,18.285156184261655,8.868333392231847,347.024478774373,369.57745107730096,2.2446866286584317
1669-001,15.596994033790903,9.168077157268872,211.89377328736438,322.83666475199925,4.341367889554135
1671-001,12.19335516314473,7.049382215521345,126.02362543320683,251.6652937456029,2.0709359568269963
1673-001,18.214857243288034,7.7546866981010005,211.71103873493908,302.60974928472154,0.15049350132325337
1676-001,16.732855341067776,9.677133591055968,350.90039369826997,298.98398109055853,4.501050179500693
1684-001,30.26300562860098,14.481685278130692,420.3393275992014,568.4936535273943,4.240671666487932
1685-001,21.008045796886808,10.584593152513484,389.98001592791894,353.46355376941483,1.946897359546056
1688-001,21.126766754075625,14.437826680647703,262.4299410524436,332.80844725771215,3.4138098937466435
1690-001,20.036914207003267,10.44701855755213,267.4946912480732,459.2980192616348,0.4106558666035951
1691-001,12.811262705608831,7.263777799986248,115.39051201917148,301.6945822061838,0.4200009416746865
1693-001,14.890582131725935,8.14298637890558,176.361076905529,317.3579012286591,3.631798397945432
1694-001,13.203616511127297,7.597917515147253,186.95828117323148,259.9445017068609,0.951176335301099
1703-001,11.202517741034168,5.841186780550952,222.8486393478474,203.24577151065716,1.8247860498452382
1704-001,10.21396881891496,6.0749859592477105,157.40092501032512,255.11119105030798,2.052940903251301
1705-001,17.259276904392177,8.331958403494562,279.12188594367996,407.12269231599186,0.7839661100057835
1706-001,17.423975867641317,9.518433827172583,284.4356430297779,250.3879640989664,1.6766524344680078
1707-001,10.682951571900576,7.338304960993256,128.31279690419777,207.60227372148807,0.6388284867502217
1708-001,11.950321306434466,6.678952388992003,90.34607045607713,381.9127225330341,0.3772340695924628
1709-001,27.505364035831537,14.774015426154548,429.2511386562505,564.9744834945236,3.9105004842092157
1710-001,9.482188562298692,6.343757147342839,76.3380636652611,129.26607265300032,6.700992792122195
1723-001,17.361159285631693,7.926529896033693,255.66726796486873,303.95898934042646,0.7467942350873494
1724-001,14.665205720815216,7.358648992675201,175.14419932578448,390.3024944183125,0.42090378184436816
1725-001,21.307922707145075,8.843300371475609,341.96465990896104,536.8080400794307,0.5939619567633587
1726-001,23.34585456209783,12.85029179695884,556.7191931716561,551.2840141499883,3.7357821360135994
1728-001,15.153815931565838,8.494975580012627,131.44941276632605,351.97207764039484,0.5753295094543298
1729-001,26.890420120117284,16.43967870729013,350.6917353996401,398.918036491305,3.0939290808986413
1732-001,12.490052872834175,6.62613060442221,140.54867317624098,273.698843485963,3.0826273362822767
1733-001,21.04462861403259,11.618136013653283,244.15548459453242,521.6538505811039,3.9264013809521923
1741-001,36.00877563356205,25.435370750109833,918.1250993554037,719.4431684241092,8.925628676836865
1743-001,31.85927716395603,14.698716245176374,331.07911898599474,484.2209092617036,3.101058802754746
